model_name_list,detail_link,detail_url,rent_yn,list_price_wan,model_name,price_wan,rent_yn_detail,support_money_wan,acquisition_cost_wan,monthly_rent_wan,remain_months,total_months,remain_months_text,year_month,mileage_km,fuel_type,transmission,color,displacement_cc,reg_date,gubun,maker_no,group_no,detail_no,maker_name,group_name,detail_name,fuel_efficiency,drivetrain_type
현대 i40 1.7 디젤 왜건 PYL,/mycar/mycar_view.php?no=2255878&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255878&gubun=K,False,580.0,현대 i40 1.7 디젤 왜건 PYL,580.0,False,,,,,,,2013.10 (14년형),141083.0,디젤,자동,은색,1685.0,,K,49,2,1436,현대,i40,i40 (11~15년),15.1,FF
현대 디 올 뉴 그랜저 3.5 LPG 2WD 프리미엄,/mycar/mycar_view.php?no=2253528&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253528&gubun=K,True,350.0,현대 디 올 뉴 그랜저 3.5 LPG 2WD 프리미엄,,True,,350.0,83.0,60.0,60.0,60 / 60,2025.10 (26년형),50.0,LPG,자동,흰색,3470.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),7.8,FF
현대 디 올 뉴 그랜저 2.5 2WD  캘리그래피,/mycar/mycar_view.php?no=2256762&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256762&gubun=K,False,3900.0,현대 디 올 뉴 그랜저 2.5 2WD  캘리그래피,3900.0,False,,,,,,,2023.09,26237.0,가솔린,자동,흰색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.4,FF
현대 디 올 뉴 그랜저 3.5 2WD 캘리그래피,/mycar/mycar_view.php?no=2256955&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256955&gubun=K,False,4150.0,현대 디 올 뉴 그랜저 3.5 2WD 캘리그래피,4150.0,False,,,,,,,2024.12 (25년형),11598.0,가솔린,자동,검정색,3470.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),10.1,FF
현대 디 올 뉴 그랜저 2.5 2WD 캘리그래피,/mycar/mycar_view.php?no=2257266&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257266&gubun=K,False,4130.0,현대 디 올 뉴 그랜저 2.5 2WD 캘리그래피,4130.0,False,,,,,,,2024.10 (25년형),10356.0,가솔린,자동,흰색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.4,FF
현대 디 올 뉴 그랜저 2.5 2WD  캘리그래피,/mycar/mycar_view.php?no=2251865&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251865&gubun=K,True,0.0,현대 디 올 뉴 그랜저 2.5 2WD  캘리그래피,,True,,0.0,72.0,60.0,60.0,60 / 60,2025.04,20.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.4,FF
현대 디 올 뉴 그랜저 2.5 2WD  프리미엄,/mycar/mycar_view.php?no=2256142&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256142&gubun=K,True,0.0,현대 디 올 뉴 그랜저 2.5 2WD  프리미엄,,True,,0.0,74.0,60.0,60.0,60 / 60,2023.06,20319.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD  아너스,/mycar/mycar_view.php?no=2257160&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257160&gubun=K,True,0.0,현대 디 올 뉴 그랜저 2.5 2WD  아너스,,True,,0.0,90.0,60.0,60.0,60 / 60,2026.01,30.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD  프리미엄,/mycar/mycar_view.php?no=2257300&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257300&gubun=K,True,0.0,현대 디 올 뉴 그랜저 2.5 2WD  프리미엄,,True,,0.0,82.0,60.0,60.0,60 / 60,2026.01,30.0,가솔린,자동,흰색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD  익스클루시브,/mycar/mycar_view.php?no=2253465&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253465&gubun=K,True,200.0,현대 디 올 뉴 그랜저 2.5 2WD  익스클루시브,,True,200.0,,63.0,60.0,60.0,60 / 60,2025.10 (26년형),1200.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD 프리미엄,/mycar/mycar_view.php?no=2250573&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2250573&gubun=K,False,3500.0,현대 디 올 뉴 그랜저  2.5 2WD 프리미엄,3500.0,False,,,,,,,2025.07 (26년형),274.0,가솔린,자동,진회색 (녹턴그레이),2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD 익스클루시브,/mycar/mycar_view.php?no=2256668&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256668&gubun=K,True,400.0,현대 디 올 뉴 그랜저 2.5 2WD 익스클루시브,,True,400.0,,60.0,47.0,60.0,47 / 60,2024.12 (25년형),12000.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.7,FF
현대 디 올 뉴 그랜저 2.5 2WD 캘리그래피,/mycar/mycar_view.php?no=2256869&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256869&gubun=K,False,4150.0,현대 디 올 뉴 그랜저 2.5 2WD 캘리그래피,4150.0,False,,,,,,,2024.10 (25년형),11515.0,가솔린,자동,검정색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.4,FF
현대 디 올 뉴 그랜저 3.5 LPG 2WD 익스클루시브,/mycar/mycar_view.php?no=2256288&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256288&gubun=K,False,3850.0,현대 디 올 뉴 그랜저 3.5 LPG 2WD 익스클루시브,3850.0,False,,,,,,,2024.09,30030.0,LPG,자동,검정색,3470.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),7.8,FF
현대 디 올 뉴 그랜저 2.5 2WD 캘리그래피,/mycar/mycar_view.php?no=2253719&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253719&gubun=K,False,4100.0,현대 디 올 뉴 그랜저  2.5 2WD 캘리그래피,4100.0,False,,,,,,,2025.04,3200.0,가솔린,자동,흰색,2497.0,,K,49,5,2757,현대,그랜저,디 올 뉴 그랜저 (22년~현재),11.4,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,/mycar/mycar_view.php?no=2256407&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256407&gubun=K,True,300.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,,True,300.0,,79.0,53.0,60.0,53 / 60,2025.06 (26년형),13000.0,가솔린 하이브리드,자동,흰색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),16.7,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  익스클루시브,/mycar/mycar_view.php?no=2257068&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257068&gubun=K,True,300.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  익스클루시브,,True,300.0,,74.0,29.0,48.0,29 / 48,2024.06,45000.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),18.0,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  프리미엄,/mycar/mycar_view.php?no=2252588&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252588&gubun=K,True,0.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  프리미엄,,True,,0.0,62.0,60.0,60.0,60 / 60,2025.09 (26년형),10.0,가솔린 하이브리드,자동,흰색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),18.0,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  프리미엄,/mycar/mycar_view.php?no=2252811&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252811&gubun=K,True,0.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  프리미엄,,True,,0.0,62.0,60.0,60.0,60 / 60,2025.09 (26년형),10.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),18.0,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  캘리그래피,/mycar/mycar_view.php?no=2255806&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255806&gubun=K,True,300.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  캘리그래피,,True,300.0,,72.0,48.0,48.0,48 / 48,2025.12 (26년형),1760.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),16.7,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 익스클루시브,/mycar/mycar_view.php?no=2253500&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253500&gubun=K,False,3950.0,현대 디 올 뉴 그랜저 하이브리드  1.6 터보 HEV 익스클루시브,3950.0,False,,,,,,,2024.01,8101.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),18.0,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,/mycar/mycar_view.php?no=2252247&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252247&gubun=K,True,200.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,,True,200.0,,80.0,46.0,60.0,46 / 60,2024.12 (25년형),14500.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),16.7,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,/mycar/mycar_view.php?no=2256560&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256560&gubun=K,False,3800.0,현대 디 올 뉴 그랜저 하이브리드  1.6 터보 HEV 캘리그래피,3800.0,False,,,,,,,2023.06,66400.0,가솔린 하이브리드,자동,흰색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),16.7,FF
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  캘리그래피,/mycar/mycar_view.php?no=2254299&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254299&gubun=K,True,0.0,현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV  캘리그래피,,True,,0.0,65.0,54.0,60.0,54 / 60,2025.05,2650.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2758,현대,그랜저,디 올 뉴 그랜저 하이브리드 (22년~현재),16.7,FF
현대 더 뉴 그랜저 2.5 프리미엄 초이스,/mycar/mycar_view.php?no=2251185&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251185&gubun=K,False,2360.0,현대 더 뉴 그랜저 2.5 프리미엄 초이스,2360.0,False,,,,,,,2020.07,50390.0,가솔린,자동,진회색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 프리미엄,/mycar/mycar_view.php?no=2255060&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255060&gubun=K,False,2399.0,현대 더 뉴 그랜저  2.5 프리미엄,2399.0,False,,,,,,,2022.05,91729.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 프리미엄,/mycar/mycar_view.php?no=2255061&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255061&gubun=K,False,2499.0,현대 더 뉴 그랜저  2.5 프리미엄,2499.0,False,,,,,,,2022.06 (23년형),70897.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 르블랑,/mycar/mycar_view.php?no=2255922&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255922&gubun=K,False,2699.0,현대 더 뉴 그랜저  2.5 르블랑,2699.0,False,,,,,,,2021.11 (22년형),73122.0,가솔린,자동,청색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2257267&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257267&gubun=K,False,2999.0,현대 더 뉴 그랜저 2.5 캘리그래피,2999.0,False,,,,,,,2020.03,28032.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2253707&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253707&gubun=K,False,3120.0,현대 더 뉴 그랜저 2.5 캘리그래피,3120.0,False,,,,,,,2020.04,29193.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2253779&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253779&gubun=K,False,3170.0,현대 더 뉴 그랜저 2.5 캘리그래피,3170.0,False,,,,,,,2020.08,49227.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 익스클루시브,/mycar/mycar_view.php?no=2256564&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256564&gubun=K,False,2970.0,현대 더 뉴 그랜저 2.5 익스클루시브,2970.0,False,,,,,,,2020.01,36656.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.6,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2254415&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254415&gubun=K,False,3030.0,현대 더 뉴 그랜저 2.5 캘리그래피,3030.0,False,,,,,,,2020.02,44016.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 익스클루시브,/mycar/mycar_view.php?no=2254534&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254534&gubun=K,False,2550.0,현대 더 뉴 그랜저 2.5 익스클루시브,2550.0,False,,,,,,,2020.04,56324.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.6,FF
현대 더 뉴 그랜저 2.5  캘리그래피,/mycar/mycar_view.php?no=2254733&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254733&gubun=K,False,2390.0,현대 더 뉴 그랜저 2.5  캘리그래피,2390.0,False,,,,,,,2019.12 (20년형),67548.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 르블랑,/mycar/mycar_view.php?no=2255627&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255627&gubun=K,False,2820.0,현대 더 뉴 그랜저 2.5 르블랑,2820.0,False,,,,,,,2022.07 (23년형),48675.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2255786&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255786&gubun=K,False,2970.0,현대 더 뉴 그랜저 2.5 캘리그래피,2970.0,False,,,,,,,2022.01,67798.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 2.5 익스클루시브,/mycar/mycar_view.php?no=2255925&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255925&gubun=K,False,2920.0,현대 더 뉴 그랜저 2.5 익스클루시브,2920.0,False,,,,,,,2020.03,25151.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.6,FF
현대 더 뉴 그랜저 2.5 르블랑,/mycar/mycar_view.php?no=2256123&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256123&gubun=K,False,2950.0,현대 더 뉴 그랜저 2.5 르블랑,2950.0,False,,,,,,,2022.06 (23년형),21804.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 캘리그래피,/mycar/mycar_view.php?no=2256159&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256159&gubun=K,False,3270.0,현대 더 뉴 그랜저 2.5 캘리그래피,3270.0,False,,,,,,,2022.09 (23년형),42447.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.1,FF
현대 더 뉴 그랜저 3.3 캘리그래피,/mycar/mycar_view.php?no=2256731&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256731&gubun=K,False,2570.0,현대 더 뉴 그랜저 3.3 캘리그래피,2570.0,False,,,,,,,2021.03,65816.0,가솔린,자동,검정색,3342.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),,
현대 더 뉴 그랜저 2.5 익스클루시브,/mycar/mycar_view.php?no=2256789&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256789&gubun=K,False,2790.0,현대 더 뉴 그랜저 2.5 익스클루시브,2790.0,False,,,,,,,2021.12 (22년형),54130.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.6,FF
현대 더 뉴 그랜저 2.5 르블랑,/mycar/mycar_view.php?no=2257231&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257231&gubun=K,False,2650.0,현대 더 뉴 그랜저 2.5 르블랑,2650.0,False,,,,,,,2021.11 (22년형),50434.0,가솔린,자동,흰색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 2.5 프리미엄 초이스,/mycar/mycar_view.php?no=2256181&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256181&gubun=K,False,2690.0,현대 더 뉴 그랜저  2.5 프리미엄 초이스,2690.0,False,,,,,,,2021.06,21163.0,가솔린,자동,검정색,2497.0,,K,49,5,2107,현대,그랜저,더 뉴 그랜저 (19년~현재),11.9,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,/mycar/mycar_view.php?no=2256303&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256303&gubun=K,False,3050.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,3050.0,False,,,,,,,2020.08,59532.0,가솔린 하이브리드,자동,흰색,2359.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),15.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,/mycar/mycar_view.php?no=2257029&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257029&gubun=K,False,3320.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,3320.0,False,,,,,,,2020.10,42332.0,가솔린 하이브리드,자동,흰색,2359.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),15.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV  캘리그래피,/mycar/mycar_view.php?no=2257142&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257142&gubun=K,False,3150.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV  캘리그래피,3150.0,False,,,,,,,2021.06 (22년형),29119.0,가솔린 하이브리드,자동,진회색,2359.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),15.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV  르블랑,/mycar/mycar_view.php?no=2257183&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257183&gubun=K,False,3120.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV  르블랑,3120.0,False,,,,,,,2022.07 (23년형),24270.0,가솔린 하이브리드,자동,흰색,2359.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),16.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,/mycar/mycar_view.php?no=2226859&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226859&gubun=K,True,250.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV 캘리그래피,,True,250.0,,72.0,55.0,60.0,55 / 60,2023.11,12000.0,가솔린 하이브리드,자동,검정색,2400.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),15.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV 익스클루시브,/mycar/mycar_view.php?no=2226925&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2226925&gubun=K,True,250.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV 익스클루시브,,True,250.0,,79.0,40.0,48.0,40 / 48,2023.07,18000.0,가솔린 하이브리드,자동,검정색,1598.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),16.2,FF
현대 더 뉴 그랜저 하이브리드 2.4 HEV  프리미엄,/mycar/mycar_view.php?no=2234192&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2234192&gubun=K,True,300.0,현대 더 뉴 그랜저 하이브리드 2.4 HEV  프리미엄,,True,300.0,,75.0,45.0,60.0,45 / 60,2023.05,26208.0,가솔린 하이브리드,자동,은색,1598.0,,K,49,5,2108,현대,그랜저,더 뉴 그랜저 하이브리드 (19년~현재),16.2,FF
현대 그랜저IG 2.4 프리미엄,/mycar/mycar_view.php?no=2257191&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257191&gubun=K,False,1750.0,현대 그랜저IG 2.4 프리미엄,1750.0,False,,,,,,,2019.09,92026.0,가솔린,자동,흰색,2359.0,,K,49,5,1779,현대,그랜저,그랜저IG (16~19년),11.2,FF
현대 그랜저IG 3.0 LPi 모던,/mycar/mycar_view.php?no=2256427&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256427&gubun=K,False,1270.0,현대 그랜저IG 3.0 LPi 모던,1270.0,False,,,,,,,2018.04,107166.0,LPG,자동,검정색,2999.0,,K,49,5,1779,현대,그랜저,그랜저IG (16~19년),7.6,FF
현대 그랜저IG 3.0 LPi  모던,/mycar/mycar_view.php?no=2255558&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255558&gubun=K,False,1080.0,현대 그랜저IG 3.0 LPi  모던,1080.0,False,,,,,,,2016.12 (17년형),136600.0,LPG,자동,회색,2999.0,,K,49,5,1779,현대,그랜저,그랜저IG (16~19년),7.6,FF
현대 그랜저IG 2.4 프리미엄,/mycar/mycar_view.php?no=2249770&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249770&gubun=K,False,1490.0,현대 그랜저IG  2.4 프리미엄,1490.0,False,,,,,,,2017.07 (18년형),137633.0,가솔린,자동,검정색,2359.0,,K,49,5,1779,현대,그랜저,그랜저IG (16~19년),11.2,FF
현대 그랜저HG 240 모던,/mycar/mycar_view.php?no=2254663&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254663&gubun=K,False,770.0,현대 그랜저HG 240 모던,770.0,False,,,,,,,2013.03,51183.0,가솔린,자동,회색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),11.3,FF
현대 그랜저HG 240 럭셔리,/mycar/mycar_view.php?no=2255263&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255263&gubun=K,False,600.0,현대 그랜저HG 240 럭셔리,600.0,False,,,,,,,2012.01,122529.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),12.8,FF
현대 그랜저HG 240 모던,/mycar/mycar_view.php?no=2255650&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255650&gubun=K,False,770.0,현대 그랜저HG 240 모던,770.0,False,,,,,,,2013.10 (14년형),73386.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),11.3,FF
현대 그랜저HG 300 LPi 익스클루시브,/mycar/mycar_view.php?no=2251991&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251991&gubun=K,False,1130.0,현대 그랜저HG  300 LPi 익스클루시브,1130.0,False,,,,,,,2016.08,126221.0,LPG,자동,검정색,2999.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),8.9,FF
현대 그랜저HG 300 프라임,/mycar/mycar_view.php?no=2256944&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256944&gubun=K,False,450.0,현대 그랜저HG 300 프라임,450.0,False,,,,,,,2012.01,173691.0,가솔린,자동,검정색,2999.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),11.6,FF
현대 그랜저HG 240 럭셔리,/mycar/mycar_view.php?no=2256563&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256563&gubun=K,False,499.0,현대 그랜저HG  240 럭셔리,499.0,False,,,,,,,2012.03,160350.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),12.8,FF
현대 그랜저HG 240 럭셔리,/mycar/mycar_view.php?no=2256641&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256641&gubun=K,False,499.0,현대 그랜저HG  240 럭셔리,499.0,False,,,,,,,2012.07,173611.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),12.8,FF
현대 그랜저HG 240 럭셔리,/mycar/mycar_view.php?no=2251364&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251364&gubun=K,False,359.0,현대 그랜저HG 240 럭셔리,359.0,False,,,,,,,2012.06,164758.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),12.8,FF
현대 그랜저HG 240 럭셔리,/mycar/mycar_view.php?no=2252332&gubun=K,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252332&gubun=K,False,319.0,현대 그랜저HG 240 럭셔리,319.0,False,,,,,,,2011.08,184684.0,가솔린,자동,검정색,2359.0,,K,49,5,1332,현대,그랜저,그랜저HG (11~17년),12.8,FF
